ulasan,rating,tanggal,kategori,nama_aplikasi,app_id,label,confidence,label_original
Elu jangan update doang di banyakin jaringan urusin sial buset cape gua menghubungkan ulang mulu,3,2025-04-29 16:52:38-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9978109002113342,netral
"Sya baru comeback mau main, kmarin sya pre order main ini game, sya main dari season1 dan saya menggukan login facebook, tpi knp saat saya login facebook akun saya ke reset jadi akun bot?? Why ada apa garena??",3,2025-04-22 23:28:14-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9850482940673828,netral
Pelayanan recovery account garena sangat tidak membantu… tolong di perbaiki sistemnya,1,2025-04-22 19:46:36-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9398486614227295,negatif
"lofyu codm
 ak cinta mati ma code
codm hidup dan mati ku
kalo bisa nikahin codm ak bakal nikahin codm asli
lofyu tritouwzen pokoknye😍❤️❤️
thanks garena dll. for making call of duty mobile

kalian yg mau download codm dan lagi bimbang mau download apa engga? gausah ragu gausah bimbang cukup download codm dan mainin i swear u will be addicted✌🏻

for : orang proplay
to : codm
m : bagi bagi mythic gratis yg banyak dong, masa cuma 1, itu aja kudu nunggu beberapa bulan dulu😞 and PLEASE BAN IT USER MG42, MOW THERMITE, JAK” THERMITE, AND USS🥹🥹 benci bgt sumpah🤦🏻‍♀️",5,2025-04-17 04:32:41-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.581383466720581,positif
"The game is broken, when I meet an enemy the game stops, even though my cellphone is not that bad",1,2025-04-15 03:49:50-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.8766788840293884,negatif
"stop masukin ke match yg udah mulai anj, ganggu banget, walaupun poin ga ngurang klo kalah anj",1,2025-04-15 03:32:44-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9969983100891113,negatif
Game anjing,1,2025-04-10 02:11:51-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9959511756896973,negatif
5v5 terbaik di mobile,5,2025-04-07 07:56:11-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9149452447891235,positif
"player nya pd toxic, mending chat nya di batesin aja, sering bet tim gua ngomong jorok",4,2025-04-05 22:43:40-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9978271126747131,positif
suara di game ini tiba” tidak bisa keluar hanya keluar ketika saya on mic saya tidak tahu kenapa,2,2025-04-03 23:05:44-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.6876918077468872,negatif
Kenapa gbisa gitu Oky,3,2025-04-03 15:15:21-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9194534420967102,netral
Matchmaking nya perlu dibenerin lagi,5,2025-04-03 08:49:20-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9505916237831116,positif
"Dari segi graphic udah bagus,gamplay juga seru,trus animasi reloadnya juga detail banget,tapi,saya memohon kepada developer untuk dihilangkan SBMMnya,karena sangat menganggu kenyamanan kita saat bermain dan menyebabkan banyak player jadi pindah game.",5,2025-04-03 08:03:19-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9812487363815308,positif
gem baik layak di mainkan banyak orang terutama orang tua,5,2025-04-02 00:15:56-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9945588707923889,positif
Game jelek mending gw uninstall bayangin ls 6 karena semua teammate bapuk ga busa main cuma kill 5 kontollllllll padahal di rank grand masterr dasar emang anak yatimmmm game annjingggggg,1,2025-04-01 10:43:53-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9943059086799622,negatif
"gabisa login padahal akun udh maen dari season 1 kena kode 5027 apalah gbisa masuk ngtd,tolong benerin lah mo maen lg jdi gabisa pdhl udh lama ga login anj ngtd",2,2025-03-30 13:21:26-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9015035629272461,negatif
tolong buat bug ini di fix soal jaringan soalnya penting bgt buat kebetahan main game ini. saya pulkam main di desa akhir akhir ini bug sinyal pdhl sinyal nya sudah full dan saat relog sabgat lancar seperti saya di kota nah ini yg membuat saya tidak betah karena bug bug kalian!! saya yg rugi awal awal lagi main mp rank di paksa keluar karena bug sinyal dan di ban 8 menit+pengurangan xp yg sabgat banyak yang kedua nah sambil menjnggu saya main br dan lancar lancar aja kok saya main mp lagi di paksa keluar lagi karena sinyal buruk padhl say tiktok lancar dll tetapi di paksa keluar dan saat keluar saya login lagi normal tidak ada kendala dan sekarang saya di banned dari ranked 1 jam dan pengurangin point yang sabgat sabgat sabgt banyak. tolong ya di fix ini developer idiot player yg di rugikan tolol,1,2025-03-30 03:06:31-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9824482798576355,negatif
Eh sumpah ini di game lain suaranya ada knp kalo di codm ngga ada suaranya kalo main jadi hening bgt. Ada suaranya kalo dinyalain micnya doang gimana sih ini. Bug atau apa? Saya jadi susah mainnya,1,2025-03-29 08:12:43-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9963074922561646,negatif
Lag banget padahal jaringan lancar karena pake wifi Ping 30 ms terus tapi lagi parah LOL game,1,2025-03-29 00:40:07-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9969767332077026,negatif
Kenapa sinyal/ping selalu di atas 80ms terus,2,2025-03-28 15:11:50-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.6542072892189026,negatif
Semakin baik minim kesalahan atau cacat yang menyebabkan perilaku tidak normal.,4,2025-03-27 08:43:59-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.7752236127853394,positif
"kenapa sih rank nya tiba tiba suka turun sendiri? padahal main udah rank sampe pro II tiba tiba log in lagi mau main turun jadi ke Elite I
padahal susah payah naikin rank sampe segitu
bikin males main lagi, dari dulu gitu terus kenapa ya?????",2,2025-03-26 20:18:33-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9939543604850769,negatif
stupid game ping 999,1,2025-03-26 06:48:28-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9825385808944702,negatif
Mantap kata gua mah cod tapi di hp sebagai player cod warzone game ini keren,5,2025-03-26 02:22:42-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9969149827957153,positif
"Sebenarnya update nya udah bagus tetapi setelah saya update banyak bug, padahal sinyal bagus dan parah nya itu sering banget sekian tolong perbaiki lagi.",3,2025-03-24 11:57:47-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9946509003639221,netral
MAK KAU YATIM,1,2025-03-23 05:32:06-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9721693396568298,negatif
"Tolong ini kenapa ya setelah update suaranya tiba-tiba tidak mau muncul? Suaranya hanya keluar kalo micnya saya nyalakan, tolong perbaiki bug ini, terimakasih",3,2025-03-22 19:37:20-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9556670188903809,netral
"Apa2an ini setelah update layar frezee, sound eror, game sialan",1,2025-03-21 08:22:59-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9975368976593018,negatif
"game seru,orangnya ramah” ga kek game sebelah xixixi cuma agak jump scare aja waktu main snd",5,2025-03-20 02:53:12-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9173223376274109,positif
semoga bisa jauh lebih baik🙏,2,2025-03-15 13:43:58-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.5774387717247009,negatif
game sampah pay to win,1,2025-03-15 13:40:31-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.994649350643158,negatif
menarik seruu gamenyaa 👍🏻👍🏻,5,2025-03-15 07:12:06-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9889991879463196,positif
Tidak bisa ganti karakter,5,2025-03-13 18:28:57-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.6299415230751038,positif
"game tolol jaringan bagus malah disconet terus bikin rank turun doang, kalo ga niat bikin game gaush bikin yatim",1,2025-03-12 20:31:34-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9978402853012085,negatif
"min tolong banget saya setiap kali nyampe ke rank grandmaster dan legendary pasti lag banget min, padahal device sama jaringan aman aman aja loh min, saya sampe lose streak 8x gara gara masalah ini min, saya udah muak min",2,2025-03-08 03:17:30-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9923319816589355,negatif
Cp gua mana asu udah top up gak masuk,5,2025-03-08 02:11:12-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.5852584838867188,positif
Gamenya Bagus Gw Sampe Level Tertinggi dan Seru Banget,5,2025-03-07 01:08:49-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9975541234016418,positif
Pokoknya apotek tutup lah 🔥,5,2025-03-06 21:25:14-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9717883467674255,positif
"Gajelas bngt ini game sekarang terasa berat bngt masa main di iphone xr cepet bngt panas padahal di ac, grafik udah low max masih patah2 aneh ni game bikin males main, sebelumnya engga begini",1,2025-03-06 19:46:22-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9967445135116577,negatif
"Garena Suddenly without notice reduce the number of secret cache on ramadhan event from 10 to 1 , only few people get 10 box and the rest who still not exchange it just got 1 box for each exchange. Not fair Very sad

Garena tiba-tiba tanpa pemberitahuan mengurangi jumlah cache rahasia pada event ramadhan dari 10 menjadi 1, hanya beberapa orang yang mendapatkan 10 box dan sisanya yang masih belum menukarkan hanya mendapatkan 1 box untuk setiap penukaran. Tidak adil Sangat menyedihkan",3,2025-03-05 01:45:06-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9908099174499512,netral
"Saya bermain di Ipad pro 11 masih suka crash dan suara gamenya hilang. Selain itu Saya pemain Ipad menggunakan 4 jari sangat terganggu dengan layout helikopter dan jet di BR yang tidak bisa dirubah. Untuk tombol keluar di scorestreak seperti gunship dan lainnya juga tidak bisa di rubah posisinya, jadi suka terpencet saat dapat scorestreak gunship dan lainnya untuk mode Mp. Mohon berikan update untuk itu! Terima kasih.",1,2025-03-04 16:17:08-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.5804551839828491,negatif
Dari awal main game ini dulu zaman sebelum covid kalo gak salah tidak pernah nemu hal yg tidak menyenangkan di game ini,5,2025-03-03 07:20:08-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.970757782459259,positif
i dont know what to say. its good.,5,2025-03-03 00:09:15-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.8318315148353577,positif
Min tolong lah botnya itu lo damagenya g ngotak bgt,5,2025-02-28 06:05:50-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9677625298500061,positif
Saat bermain di mode battle royal jaringan Ping tinggi terus padahal jaringan wifi saya bagus tolong di perbaiki,2,2025-02-27 05:24:10-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.992263674736023,negatif
Help,3,2025-02-24 10:26:18-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.7367799282073975,netral
Game ini sangat bagus ku harap aku bisa jadi pemain terhebat CODM!,5,2025-02-23 20:10:18-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9935757517814636,positif
Bagis,5,2025-02-22 20:30:27-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.5704735517501831,positif
Kocak ni game mau hapus akun aja musti pake foto KTP,1,2025-02-22 00:25:53-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.7645837664604187,negatif
suka banget gamenya cuma tiap update bikin crash di ip xr. tolong resize atau fix dong pengen terus main ini soalnya walau belum mampu ganti hp,3,2025-02-21 08:58:40-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9835949540138245,netral
Good Game.. susah susah gampang,5,2025-02-19 01:46:48-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.958121120929718,positif
sama step musuh juga di benarin boss musuh jauh masak udah nambak step,2,2025-02-18 09:03:01-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9637535214424133,negatif
Bug parah dan drama drop di iOS 18 keatas,1,2025-02-17 09:14:46-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9916450381278992,negatif
Teman setia game keren,5,2025-02-15 20:23:04-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9947132468223572,positif
Memorinya gede amat segede gaban 🤯😅,5,2025-02-15 02:18:52-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.6149369478225708,positif
"Kenapa game ini banyak ngefrezee nya , terhenti tiba tiba , lag yang parah dan sangat mengganggu padahal daya pakai device ip 15 pro max , tolong segera di perbaiki",3,2025-02-13 20:44:17-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9905855059623718,netral
"there are so many defects in this game, bugs that are never fixed, developer fraud, Garena CODM workers are stupid stupid idiots",1,2025-02-12 00:47:35-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9180631041526794,negatif
game yg sampai saat ini tidak ada yang bisa menyaingi,5,2025-02-11 18:43:37-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.5474426746368408,positif
Game yang seru,5,2025-02-09 15:29:55-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9969182014465332,positif
"game tai, dapet timnya beban mulu sementara tim musuh dapetnya yang jago gak adil banget",3,2025-02-08 07:51:39-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9979208111763,netral
bedeuhhh ni game bagus banget sumpah DAN BUAT CODM SERING SERING ADA EVENT SUPAYA GW DAPAT BARANG BANYAK YAK :) makasjh dadah,5,2025-02-07 02:37:26-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9944566488265991,positif
Gameplay nya smooth banget🤩 game ini layak mendapat kan bintang 5👍🏻,5,2025-02-06 05:26:58-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.985630214214325,positif
Game bagus bangat,5,2025-02-05 14:19:16-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9952125549316406,positif
Game rusak abnormal terus akun gua,1,2025-02-05 08:42:43-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9950482249259949,negatif
aim ny di normalkan ini membuat sistem rank game terganggu,1,2025-02-04 20:30:56-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.993415355682373,negatif
"Tolong satuin jadi global aja biar bisa mabar sama yang di luar asia , jelek banget masa harus buat akun lagi karna di luar asia , tolong jadiin global aja biar bisa mabar sama yang di luar negri",1,2025-02-04 14:29:01-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9773383140563965,negatif
Game yang sangatttt memanjakan🥰,5,2025-02-04 07:51:52-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9730096459388733,positif
Game nya bagus tapi finishing move nya tolong di tambahin,5,2025-02-04 02:11:05-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.8554834127426147,positif
"Masalah kok sama mulu dari dulu, mau login aja error terus. Dari dulu sampe sekarang ngapain aja sih tim supportnya. G ada yang tau gtu kalo login klean tuh bermasalah terus?!",1,2025-02-03 07:20:15-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9972018003463745,negatif
Tidak bisa login dengan menggunakan koneksi internet di luar asia karna saat ini saya sedang di eropa tpi tidak bisa login sudah coba make vpn sama pun ga bisa,2,2025-02-02 14:05:00-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9425602555274963,negatif
Very good for mobile,5,2025-02-01 22:20:03-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9877001047134399,positif
"LAMA BANGET ANJNGGGG, GAME SEPI BENER",1,2025-02-01 13:48:48-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9981077909469604,negatif
INI KENAPA AKUN SAYA EROR TERUS LOGIN LEWAT FACEBOOK?KODE EROR 5027 PADAHAL SAYA MAIN DI INDO DAN DOWNLOAD DI INDO.TOLONG LAH SEHABIS UPDATE MALAH PARAH GINI SISTEM MASUK GAMENA!!,1,2025-01-31 14:05:04-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.996659517288208,negatif
tolong dong garena di kasi foto lagi susah ngenalin orang,5,2025-01-31 07:15:30-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9898779392242432,positif
the game is so funny! i love call of duty and is hard and easy thankyou!,5,2025-01-30 20:49:26-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9818437695503235,positif
Terlalu lama menunggu saat memasuki game dan kadang tidak bisa masuk sama sekali,1,2025-01-30 02:38:50-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9953880906105042,negatif
Server kaga pernah dibenerin,1,2025-01-29 03:35:42-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9910009503364563,negatif
tagihan,5,2025-01-28 14:32:08-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9630298018455505,positif
"Matchmaking tidak imbang hebat! Team dapet low tier musuh dapet high tier hebatttt!, bukanya diperbaiki malah tambah parah taikkk, 10 match menang 2 kalah 8 hebattt😹😹😹😹",1,2025-01-27 04:38:01-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9815341234207153,negatif
"game nya sangat seru garena , saya suka game ini game ini sangat asik dan memacu adrenaline serta membuat hormon testosterone saya bergejolak dan bersemangat , terimakasih garena 🥰🥰🥰",5,2025-01-24 06:26:09-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9936681389808655,positif
"Gua main 10x rank di fronline sama hardpoint, matching tidak seimbang",2,2025-01-18 13:11:42-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9913699626922607,negatif
Rate dropnya Jelek banget sistem gachanya Udah abis banyak cp tapi tetep aja ga dapet harusnya dikasih minimal satu aja tanpa harus keluar banyak cp,2,2025-01-17 12:35:00-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9980559349060059,negatif
Great game,5,2025-01-16 05:45:40-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9897521734237671,positif
WHY YALL DELETED THE DOMINATION RANKED MODE L UPDATE,1,2025-01-14 01:03:34-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.5259426832199097,negatif
The BGE(best game ever),5,2025-01-13 16:49:20-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9849547147750854,positif
gede gede teing co,2,2025-01-13 03:07:10-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.729202926158905,negatif
kebiasaan ya codm ini abis update bug nya aneh aneh,3,2025-01-11 00:39:28-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9948103427886963,netral
Gaada suaranya,1,2025-01-10 09:47:25-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9968518614768982,negatif
game terbaik yg perna gw mainin(suerrrr),5,2025-01-08 20:40:45-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.989500105381012,positif
🤙👍,5,2025-01-05 21:04:44-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9349061250686646,positif
Salah satu game Fps terbaik,5,2025-01-04 16:09:56-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9879410862922668,positif
Sudah Sangat Bagus,5,2025-01-04 04:46:48-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9954225420951843,positif
Tolong bantu ganti server indo ke jepang saya lagi dijepang gabisa login,4,2025-01-04 04:36:17-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.7237322330474854,positif
"game yg bikin bernostalgia, kangen bgt uy ramein lagi lah kek dulu dikitin p2w nya garena",5,2025-01-03 06:38:08-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9783856272697449,positif
sangat menyamankan,5,2025-01-01 08:04:25-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9948522448539734,positif
GAME KONTOOOOOOL,1,2024-12-28 04:42:07-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.3915478587150574,negatif
"setelah update terakhir, terlalu banyak bug, salah satunya Control saya selalu berpindah ke Simple Mode padahal saya selalu memakai Advance mode. Ganggu banget. setiap kali buka codm harus ganti kontrol ke advance dulu.",2,2024-12-27 21:11:36-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9965581297874451,negatif
"suka. tapi di MP semenjak masuk GM jadi males. musuhnya cupu ngendok terus, kecuali kalo sniper, lah bukan sniper tim musuh ngendok semua kan gak seru. udah lagi pake k9 unit, ngendok.",4,2024-12-25 13:47:40-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9941142201423645,positif
Enak dimainin kedepannya tambahin banyak update ya min kalo bisa tambahin akun akun gratisnya juga biar banyak player yang main biar gak gampang bosen juga min😄🙏🙏,5,2024-12-25 11:31:24-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9139222502708435,positif
"Saya sudah bertahun” main codm, hampir setiap hari setia main codm. Kenapa tiba” otoritasi error? Saya gak bisa main lagi gitu ?",1,2024-12-24 02:24:49-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9763854742050171,negatif
"Best lah game nihh
Tapi kalau ada yg tak suka boleh lah tukar haha",5,2024-12-23 07:24:32-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9796385765075684,positif
"seru woyy tapi kayaknya kurang ya orang indo yang main ini,padahal seru bangett bangetttt ayoo ramein lagii",5,2024-12-23 03:05:45-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.5906469821929932,positif
"gacha lu ampas bgt, duit tabungan gw abis jg gdpt apa apa.",3,2024-12-22 01:22:39-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.995290994644165,netral
"I’ve always enjoying playing codm, from the beggining of published codm i always enjoyed the updates and features they added, i have great hopes for the game in future.",5,2024-12-20 04:42:18-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.6775704026222229,positif
masa katanya blom rilis di negara ini,1,2024-12-17 18:19:55-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9246104955673218,negatif
Lu kalo bikin bot kira kira dong masa damage nya sakit banget terus giliran temen kita yang bot malah gak sakit damage nya  terus jangan dark sistem juga kalo pilih tim,2,2024-12-16 08:22:29-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9928215146064758,negatif
Ini game rusak tidak bisa di mainkan beberapa negara tidak di beri ijin untuk game ini dasar payah sangattt payahhhhhhh,1,2024-12-16 03:03:48-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9980795383453369,negatif
Masa gyro di ip gw gak fungsi padahal udah aktif tapi tetap gak fungsi,3,2024-12-14 22:05:25-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.8156045079231262,netral
setelah update terbaru selalu gagal login pakai facebook,2,2024-12-14 08:08:06-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9389578104019165,negatif
gokillll,5,2024-12-13 04:02:56-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9861467480659485,positif
"I love this game!! 
It have great graphics 
I love the emotes and animations 
The weapons are fire 🔥
The characters are so fire and cool!!
 

1,000,000,000,000,000,000 stars !",5,2024-12-11 08:30:36-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.5272944569587708,positif
Grafik yang luar biasa,5,2024-12-05 11:08:59-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9946854114532471,positif
"Actually i really love this game, but i want this game added new weather, give the rain on the map  its look like soooo cooollllll",4,2024-12-03 10:47:21-07:00,game_action_moba,Call of Duty Mobile,1465688043,positif,0.9123522043228149,positif
Gamenya tidak bisa dimainkan di negara Jepang,2,2024-12-03 00:45:30-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9743792414665222,negatif
"Udh 2 kali download ulang, tiap mau log in bermasalah.",3,2024-11-30 23:08:58-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.9062137603759766,netral
Lu kira enak kah ngepush solo? Benerin kek masa setim ga ada yg bener mulu,1,2024-11-29 13:43:24-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.8624982833862305,negatif
game tai game berat banyak bug tolol,1,2024-11-29 12:09:47-07:00,game_action_moba,Call of Duty Mobile,1465688043,negatif,0.998214602470398,negatif
Menyita waktu tp seru,5,2026-07-19 04:02:54-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9889814853668213,positif
love this game,5,2026-07-16 06:17:56-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9860473871231079,positif
"Please make a better graphic for high end devices, the game is awesome, but the graphic and art pretty childish to me. I like the game, just make it more gorgeous.",5,2026-07-08 00:27:01-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,negatif,0.44449904561042786,positif
Lumayan baguss,5,2026-06-25 04:10:53-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9955026507377625,positif
Sangat seru,5,2026-06-23 06:49:43-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9970955848693848,positif
Killing Time,5,2026-06-18 10:40:04-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,negatif,0.8691424131393433,positif
Gamenya sangat menyenangkan,5,2026-06-09 20:56:23-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9973894953727722,positif
the program of the game is very good,5,2026-06-09 08:32:23-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9849358201026917,positif
Tolong perbaiki rangking ekspedisi terdapat bug tidak menambah point rangking liga terimakasih,3,2026-05-13 21:09:53-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,negatif,0.6590459942817688,netral
So enjoy and very adventurous!,5,2026-05-06 12:24:36-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9810086488723755,positif
So good the graphic one of my favorite game,5,2026-05-02 07:27:38-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9286765456199646,positif
Game yang sangat memuaskan,5,2026-05-01 09:45:09-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9967268705368042,positif
Belum bisa main,5,2026-04-26 02:41:56-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,negatif,0.7216190099716187,positif
Mantap poll,5,2026-04-25 09:54:12-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9967177510261536,positif
Sangat keren,5,2026-04-23 09:16:35-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9972744584083557,positif
Sangat menyenangkan bermain game yang satu ini mengajarkan kita banyak hall aku bahkan punya 8 akun dengan rata rata power 8 juta,5,2026-04-20 09:02:35-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9963536262512207,positif
Oleh oleh,5,2026-04-15 21:15:05-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.757287859916687,positif
Pure,5,2026-04-11 20:34:24-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9846622943878174,positif
Karna banyak pemain indonesia disini,4,2026-04-03 18:53:44-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9341118335723877,positif
Saya sangat menyukai cuma yang bikin cape nunggu kalau nunggu bangunan sampe berjam jam,5,2026-04-02 10:35:14-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9933269023895264,positif
Gameplay is good,5,2026-03-27 23:44:29-07:00,game_rpg_strategy,Rise of Kingdoms,1354260888,positif,0.9855029582977295,positif
